도,시군,품목,작기,농가명,조사일자,개체번호,초장,엽장,엽폭,줄기굵기
경북,성주,참외,1,3,2020-04-07,2,,9.8,10.0,4.2
경북,성주,참외,1,3,2020-04-07,3,,10.0,9.6,4.8
경북,성주,참외,1,3,2020-04-07,4,,9.2,9.2,4.2
경북,성주,참외,1,3,2020-04-13,1,,10.8,9.3,4.3
경북,성주,참외,1,3,2020-04-13,2,,10.5,9.2,3.8
경북,성주,참외,1,3,2020-04-13,3,,12.6,11.5,3.8
경북,성주,참외,1,3,2020-04-13,4,,11.5,10.3,4.5
경북,성주,참외,1,3,2020-04-21,1,,13.0,10.8,5.1
경북,성주,참외,1,3,2020-04-21,2,,11.3,10.3,4.9
경북,성주,참외,1,3,2020-04-21,3,,12.4,12.4,4.7
경북,성주,참외,1,3,2020-04-21,4,,11.1,10.0,5.2
경북,성주,참외,1,3,2020-04-28,1,,12.0,9.8,5.7
경북,성주,참외,1,3,2020-04-28,2,,12.2,10.1,4.3
경북,성주,참외,1,3,2020-04-28,3,,11.1,10.7,4.8
경북,성주,참외,1,3,2020-04-28,4,,12.6,11.6,4.2
경북,성주,참외,1,3,2020-05-04,1,,12.2,10.3,4.7
경북,성주,참외,1,3,2020-05-04,2,,11.1,9.4,4.1
경북,성주,참외,1,3,2020-05-04,3,,9.9,8.1,4.1
경북,성주,참외,1,3,2020-05-04,4,,12.7,10.9,4.7
경북,성주,참외,1,3,2020-05-12,1,,8.6,8.6,4.8
경북,성주,참외,1,3,2020-05-12,2,,9.2,8.5,5.5
경북,성주,참외,1,3,2020-05-12,3,,9.0,9.2,4.8
경북,성주,참외,1,3,2020-05-12,4,,9.6,9.7,4.7
경북,성주,참외,1,3,2020-05-19,1,,10.0,10.6,5.7
경북,성주,참외,1,3,2020-05-19,2,,9.2,9.1,4.4
경북,성주,참외,1,3,2020-05-19,3,,9.5,9.8,4.3
경북,성주,참외,1,3,2020-05-19,4,,9.5,10.2,4.3
경북,성주,참외,1,3,2020-05-26,1,,10.0,11.0,4.0
경북,성주,참외,1,3,2020-05-26,2,,11.0,10.5,4.2
경북,성주,참외,1,3,2020-05-26,3,,10.5,10.2,4.3
경북,성주,참외,1,3,2020-05-26,4,,9.0,9.5,4.7
경북,성주,참외,1,3,2020-06-02,1,,10.6,11.6,3.9
경북,성주,참외,1,3,2020-06-02,2,,10.0,10.2,3.5
경북,성주,참외,1,3,2020-06-02,3,,9.2,10.2,4.3
경북,성주,참외,1,3,2020-06-02,4,,8.5,9.8,3.5
경북,성주,참외,1,3,2020-06-09,1,,9.5,11.6,4.3
경북,성주,참외,1,3,2020-06-09,2,,9.5,11.0,3.7
경북,성주,참외,1,3,2020-06-09,3,,8.0,9.3,4.3
경북,성주,참외,1,3,2020-06-09,4,,9.5,10.0,4.7
경북,성주,참외,1,3,2020-06-16,1,,8.0,10.0,3.5
경북,성주,참외,1,3,2020-06-16,2,,8.6,10.1,4.3
경북,성주,참외,1,3,2020-06-16,3,,9.5,10.5,4.6
경북,성주,참외,1,3,2020-06-16,4,,9.6,10.6,5.0
경북,성주,참외,1,3,2020-06-23,1,,9.2,10.0,4.3
경북,성주,참외,1,3,2020-06-23,2,,9.5,9.5,4.6
경북,성주,참외,1,3,2020-06-23,3,,10.0,10.3,3.6
경북,성주,참외,1,3,2020-06-23,4,,8.5,10.2,4.9
경북,성주,참외,1,3,2020-06-30,1,,11.8,10.6,4.6
경북,성주,참외,1,3,2020-06-30,2,,9.5,9.5,4.8
경북,성주,참외,1,3,2020-06-30,3,,9.4,8.5,4.0
경북,성주,참외,1,3,2020-06-30,4,,10.4,9.8,5.2
경북,성주,참외,1,3,2020-07-07,1,,10.2,10.7,4.4
경북,성주,참외,1,3,2020-07-07,2,,10.6,9.8,4.9
경북,성주,참외,1,3,2020-07-07,3,,8.6,8.1,3.7
경북,성주,참외,1,3,2020-07-07,4,,11.0,10.0,4.9
경북,성주,참외,1,3,2020-07-14,1,,12.2,10.3,4.9
경북,성주,참외,1,3,2020-07-14,2,,9.6,9.0,4.8
경북,성주,참외,1,3,2020-07-14,3,,9.7,9.3,4.1
경북,성주,참외,1,3,2020-07-14,4,,8.9,8.5,5.2
경북,성주,참외,1,3,2020-07-21,1,,10.1,8.6,4.5
경북,성주,참외,1,3,2020-07-21,2,,11.1,10.4,4.6
경북,성주,참외,1,3,2020-07-21,3,,9.9,9.7,4.4
경북,성주,참외,1,3,2020-07-21,4,,9.7,9.5,4.9
경북,성주,참외,1,3,2020-07-28,1,,13.1,11.4,5.3
경북,성주,참외,1,3,2020-07-28,2,,8.8,8.0,4.6
경북,성주,참외,1,3,2020-07-28,3,,8.6,8.2,3.8
경북,성주,참외,1,3,2020-07-28,4,,10.4,8.7,5.2
경북,성주,참외,1,3,2020-08-04,1,,10.4,8.3,4.5
경북,성주,참외,1,3,2020-08-04,2,,9.1,7.1,3.9
경북,성주,참외,1,3,2020-08-04,3,,9.8,8.8,3.2
경북,성주,참외,1,3,2020-08-04,4,,10.0,9.0,4.6
경북,성주,참외,1,3,2020-08-11,1,,9.8,8.7,3.7
경북,성주,참외,1,3,2020-08-11,2,,10.4,9.5,3.5
경북,성주,참외,1,3,2020-08-11,3,,10.7,10.0,3.5
경북,성주,참외,1,3,2020-08-11,4,,10.8,10.8,4.0
경북,성주,참외,1,4,2020-01-08,1,129.8,13.0,13.0,
경북,성주,참외,1,4,2020-01-08,2,149.7,13.5,13.0,
경북,성주,참외,1,4,2020-01-08,3,127.7,13.3,12.0,
경북,성주,참외,1,4,2020-01-08,4,173.2,14.0,14.0,
경북,성주,참외,1,4,2020-01-14,1,141.0,14.5,14.5,3.9
경북,성주,참외,1,4,2020-01-14,2,123.0,11.5,11.7,
경북,성주,참외,1,4,2020-01-14,3,120.0,13.2,14.0,
경북,성주,참외,1,4,2020-01-14,4,145.0,12.0,13.0,
경북,성주,참외,1,4,2020-01-21,1,,13.2,14.0,4.8
경북,성주,참외,1,4,2020-01-21,2,,12.0,11.9,3.2
경북,성주,참외,1,4,2020-01-21,3,,13.9,13.5,4.5
경북,성주,참외,1,4,2020-01-21,4,,12.7,14.5,4.3
경북,성주,참외,1,4,2020-01-30,1,,14.0,10.6,4.2
경북,성주,참외,1,4,2020-01-30,2,,14.2,12.7,5.1
경북,성주,참외,1,4,2020-01-30,3,,14.1,13.5,5.2
경북,성주,참외,1,4,2020-01-30,4,,13.5,14.5,4.3
경북,성주,참외,1,4,2020-02-06,1,,14.2,12.0,4.3
경북,성주,참외,1,4,2020-02-06,2,,14.5,13.0,3.1
경북,성주,참외,1,4,2020-02-06,3,,14.2,13.7,5.2
경북,성주,참외,1,4,2020-02-06,4,,13.8,15.0,2.6
경북,성주,참외,1,4,2020-02-13,1,,14.8,12.0,5.2
경북,성주,참외,1,4,2020-02-13,2,,14.7,14.6,5.7
경북,성주,참외,1,4,2020-02-13,3,,15.0,13.7,3.8
경북,성주,참외,1,4,2020-02-13,4,,15.0,15.7,5.0
경북,성주,참외,1,4,2020-02-18,1,,14.9,12.1,4.5
경북,성주,참외,1,4,2020-02-18,2,,14.9,15.0,5.0
경북,성주,참외,1,4,2020-02-18,3,,14.5,15.0,4.8
경북,성주,참외,1,4,2020-02-18,4,,15.0,15.8,4.7
경북,성주,참외,1,4,2020-02-27,1,,14.9,13.0,5.1
경북,성주,참외,1,4,2020-02-27,2,,15.2,15.3,5.1
경북,성주,참외,1,4,2020-02-27,3,,16.0,15.0,6.0
경북,성주,참외,1,4,2020-02-27,4,,15.5,15.8,4.9
경북,성주,참외,1,4,2020-03-03,1,,15.0,13.2,5.1
경북,성주,참외,1,4,2020-03-03,2,,15.5,15.7,5.3
경북,성주,참외,1,4,2020-03-03,3,,16.5,15.5,4.8
경북,성주,참외,1,4,2020-03-03,4,,15.5,15.9,4.3
경북,성주,참외,1,4,2020-03-12,1,,13.0,11.8,4.5
경북,성주,참외,1,4,2020-03-12,2,,11.3,10.7,4.7
경북,성주,참외,1,4,2020-03-12,3,,10.1,9.9,5.6
경북,성주,참외,1,4,2020-03-12,4,,10.5,9.3,5.6
경북,성주,참외,1,4,2020-03-19,1,,11.2,9.9,4.6
경북,성주,참외,1,4,2020-03-19,2,,11.5,10.0,4.7
경북,성주,참외,1,4,2020-03-19,3,,10.1,9.4,5.7
경북,성주,참외,1,4,2020-03-19,4,,10.2,9.0,4.6
경북,성주,참외,1,4,2020-04-07,1,,11.5,10.0,5.6
경북,성주,참외,1,4,2020-04-07,2,,10.5,10.4,4.4
경북,성주,참외,1,4,2020-04-07,3,,11.2,10.9,5.9
경북,성주,참외,1,4,2020-04-07,4,,11.4,11.2,4.9
경북,성주,참외,1,4,2020-04-13,1,,8.0,7.6,6.1
경북,성주,참외,1,4,2020-04-13,2,,7.9,7.6,5.6
경북,성주,참외,1,4,2020-04-13,3,,7.4,7.3,6.5
경북,성주,참외,1,4,2020-04-13,4,,8.1,7.7,6.9
경북,성주,참외,1,4,2020-04-21,1,,12.3,11.6,3.5
경북,성주,참외,1,4,2020-04-21,2,,10.5,10.2,7.9
경북,성주,참외,1,4,2020-04-21,3,,10.7,10.5,6.2
경북,성주,참외,1,4,2020-04-21,4,,10.8,9.2,5.2
경북,성주,참외,1,4,2020-04-28,1,,10.5,10.4,6.8
경북,성주,참외,1,4,2020-04-28,2,,9.4,8.6,4.1
경북,성주,참외,1,4,2020-04-28,3,,12.0,9.5,5.5
경북,성주,참외,1,4,2020-04-28,4,,11.3,11.1,6.3
경북,성주,참외,1,4,2020-05-06,1,,10.6,10.1,6.7
경북,성주,참외,1,4,2020-05-06,2,,11.0,9.6,4.3
경북,성주,참외,1,4,2020-05-06,3,,12.6,9.8,5.0
경북,성주,참외,1,4,2020-05-06,4,,10.2,8.5,4.4
경북,성주,참외,1,4,2020-05-12,1,,9.0,8.9,4.2
경북,성주,참외,1,4,2020-05-12,2,,9.2,8.8,4.1
경북,성주,참외,1,4,2020-05-12,3,,12.1,10.9,5.1
경북,성주,참외,1,4,2020-05-12,4,,11.0,9.1,4.4
경북,성주,참외,1,4,2020-05-20,1,,9.5,9.2,4.6
경북,성주,참외,1,4,2020-05-20,2,,9.8,8.7,4.5
경북,성주,참외,1,4,2020-05-20,3,,10.0,8.9,4.8
경북,성주,참외,1,4,2020-05-20,4,,11.3,9.2,4.0
경북,성주,참외,1,4,2020-05-26,1,,10.2,9.8,3.9
경북,성주,참외,1,4,2020-05-26,2,,9.0,7.8,4.4
경북,성주,참외,1,4,2020-05-26,3,,10.7,9.9,4.4
경북,성주,참외,1,4,2020-05-26,4,,11.5,9.6,4.1
경북,성주,참외,1,4,2020-06-01,1,,9.0,10.5,3.8
경북,성주,참외,1,4,2020-06-01,2,,8.1,9.0,5.0
경북,성주,참외,1,4,2020-06-01,3,,9.0,9.1,5.1
경북,성주,참외,1,4,2020-06-01,4,,8.5,8.7,4.0
경북,성주,참외,1,4,2020-06-08,1,,7.6,8.5,4.0
경북,성주,참외,1,4,2020-06-08,2,,7.6,8.0,4.4
경북,성주,참외,1,4,2020-06-08,3,,7.3,8.4,4.2
경북,성주,참외,1,4,2020-06-08,4,,8.2,8.7,4.4
경북,성주,참외,1,4,2020-06-15,1,,8.5,10.0,4.7
경북,성주,참외,1,4,2020-06-15,2,,7.1,7.3,4.9
경북,성주,참외,1,4,2020-06-15,3,,9.0,9.5,4.5
경북,성주,참외,1,4,2020-06-15,4,,8.6,9.4,4.8
경북,성주,참외,1,4,2020-06-22,1,,8.6,9.3,4.8
경북,성주,참외,1,4,2020-06-22,2,,7.1,7.2,4.9
경북,성주,참외,1,4,2020-06-22,3,,9.0,9.8,4.5
경북,성주,참외,1,4,2020-06-22,4,,8.4,8.0,4.4
경북,성주,참외,1,4,2020-06-30,1,,8.9,9.5,4.6
경북,성주,참외,1,4,2020-06-30,2,,8.0,9.3,4.6
경북,성주,참외,1,4,2020-06-30,3,,9.6,11.2,4.1
경북,성주,참외,1,4,2020-06-30,4,,8.3,8.6,3.8
경북,성주,참외,1,4,2020-07-07,1,,9.0,9.3,4.4
경북,성주,참외,1,4,2020-07-07,2,,7.7,8.2,4.8
경북,성주,참외,1,4,2020-07-07,3,,9.2,9.7,5.1
경북,성주,참외,1,4,2020-07-07,4,,7.7,8.2,4.1
경북,성주,참외,1,4,2020-07-14,1,,8.2,8.5,3.6
경북,성주,참외,1,4,2020-07-14,2,,8.0,8.5,4.0
경북,성주,참외,1,4,2020-07-14,3,,9.8,11.2,3.7
경북,성주,참외,1,4,2020-07-14,4,,9.0,9.8,3.6
경북,성주,참외,1,4,2020-07-21,1,,7.3,7.6,4.2
경북,성주,참외,1,4,2020-07-21,2,,8.5,9.2,4.3
경북,성주,참외,1,4,2020-07-21,3,,9.6,11.3,4.7
경북,성주,참외,1,4,2020-07-21,4,,8.6,8.8,3.9
경북,성주,참외,1,4,2020-07-28,1,,8.0,8.8,3.8
경북,성주,참외,1,4,2020-07-28,2,,7.8,8.2,3.2
경북,성주,참외,1,4,2020-07-28,3,,8.2,8.2,3.7
경북,성주,참외,1,4,2020-07-28,4,,8.0,8.7,4.2
경북,성주,참외,1,4,2020-08-04,1,,8.2,9.1,4.3
경북,성주,참외,1,4,2020-08-04,2,,7.8,8.6,4.3
경북,성주,참외,1,4,2020-08-04,3,,7.7,8.0,4.5
경북,성주,참외,1,4,2020-08-04,4,,8.7,9.1,3.7
경북,성주,참외,1,4,2020-08-11,1,,8.0,10.0,4.2
경북,성주,참외,1,4,2020-08-11,2,,7.8,8.0,4.3
경북,성주,참외,1,4,2020-08-11,3,,7.5,9.0,3.9
경북,성주,참외,1,4,2020-08-11,4,,8.5,9.1,3.8
경북,성주,참외,1,4,2020-08-18,1,,8.6,9.1,3.7
경북,성주,참외,1,4,2020-08-18,2,,8.7,8.3,4.3
경북,성주,참외,1,4,2020-08-18,3,,7.2,8.2,4.5
경북,성주,참외,1,4,2020-08-18,4,,9.6,9.7,3.4
경북,성주,참외,1,4,2020-08-25,1,,7.2,8.5,4.4
경북,성주,참외,1,4,2020-08-25,2,,6.6,7.2,3.7
경북,성주,참외,1,4,2020-08-25,3,,5.8,6.9,3.8
경북,성주,참외,1,4,2020-08-25,4,,6.4,7.2,3.8
경북,성주,참외,1,4,2020-09-01,1,,7.4,8.4,3.3
경북,성주,참외,1,4,2020-09-01,2,,7.4,7.7,3.4
경북,성주,참외,1,4,2020-09-01,3,,6.4,7.4,3.2
경북,성주,참외,1,4,2020-09-01,4,,6.2,6.4,3.7
경북,성주,참외,1,4,2020-09-08,1,,6.6,7.4,3.2
경북,성주,참외,1,4,2020-09-08,2,,6.7,7.6,3.4
경북,성주,참외,1,4,2020-09-08,3,,7.2,8.1,3.7
경북,성주,참외,1,4,2020-09-08,4,,6.0,7.4,3.6
경북,성주,참외,1,4,2020-09-15,1,,5.3,6.3,2.8
경북,성주,참외,1,4,2020-09-15,2,,6.1,8.1,3.3
경북,성주,참외,1,4,2020-09-15,3,,7.8,8.2,3.3
경북,성주,참외,1,4,2020-09-15,4,,6.7,7.8,2.8
경북,성주,참외,1,4,2020-09-22,1,,6.8,6.4,3.4
경북,성주,참외,1,4,2020-09-22,2,,6.3,7.3,3.6
경북,성주,참외,1,4,2020-09-22,3,,5.7,6.6,3.2
경북,성주,참외,1,4,2020-09-22,4,,6.2,7.2,3.1
경북,성주,참외,1,5,2020-01-15,1,127.2,13.2,14.0,5.09
경북,성주,참외,1,5,2020-01-15,2,129.7,12.2,13.0,5.03
경북,성주,참외,1,5,2020-01-15,3,170.2,12.7,15.2,5.32
경북,성주,참외,1,5,2020-01-15,4,149.2,12.2,13.6,5.39
경북,성주,참외,1,5,2020-01-22,1,159.7,14.2,17.0,5.94
경북,성주,참외,1,5,2020-01-22,2,157.4,13.0,15.5,6.02
경북,성주,참외,1,5,2020-01-22,3,120.5,12.5,14.5,5.83
경북,성주,참외,1,5,2020-01-22,4,177.2,14.2,15.7,5.9
경북,성주,참외,1,5,2020-01-29,1,171.8,13.8,17.6,6.06
경북,성주,참외,1,5,2020-01-29,2,169.9,12.4,15.6,6.0
경북,성주,참외,1,5,2020-01-29,3,150.2,13.2,16.0,6.09
경북,성주,참외,1,5,2020-01-29,4,190.1,14.0,15.2,6.07
경북,성주,참외,1,5,2020-02-05,1,190.2,12.8,16.2,5.37
경북,성주,참외,1,5,2020-02-05,2,184.3,13.7,15.4,4.9
경북,성주,참외,1,5,2020-02-05,3,212.1,11.2,14.8,5.58
경북,성주,참외,1,5,2020-02-05,4,193.9,14.0,16.0,6.36
경북,성주,참외,1,5,2020-02-12,1,,12.4,14.5,6.7
경북,성주,참외,1,5,2020-02-12,2,,11.5,14.3,5.08
경북,성주,참외,1,5,2020-02-12,3,,11.3,13.5,6.25
경북,성주,참외,1,5,2020-02-12,4,,13.0,15.0,5.32
경북,성주,참외,1,5,2020-02-19,1,,14.5,16.0,7.58
경북,성주,참외,1,5,2020-02-19,2,,12.4,11.0,5.21
경북,성주,참외,1,5,2020-02-19,3,,12.5,15.2,5.16
경북,성주,참외,1,5,2020-02-19,4,,15.4,16.3,5.14
경북,성주,참외,1,5,2020-02-26,1,,11.8,12.0,4.85
경북,성주,참외,1,5,2020-02-26,2,,10.0,10.7,3.84
경북,성주,참외,1,5,2020-02-26,3,,12.0,11.7,5.26
경북,성주,참외,1,5,2020-02-26,4,,11.0,10.0,5.02
경북,성주,참외,1,5,2020-03-05,1,,10.0,9.0,5.6
경북,성주,참외,1,5,2020-03-05,2,,11.0,11.5,5.0
경북,성주,참외,1,5,2020-03-05,3,,8.5,8.0,4.8
경북,성주,참외,1,5,2020-03-05,4,,10.0,9.0,4.9
경북,성주,참외,1,5,2020-03-11,1,,11.0,10.5,4.61
경북,성주,참외,1,5,2020-03-11,2,,9.5,9.4,5.23
경북,성주,참외,1,5,2020-03-11,3,,9.8,9.0,5.94
경북,성주,참외,1,5,2020-03-11,4,,10.6,9.5,5.14
경북,성주,참외,1,5,2020-03-18,1,,10.0,10.0,6.1
경북,성주,참외,1,5,2020-03-18,2,,10.0,10.0,5.1
경북,성주,참외,1,5,2020-03-18,3,,8.0,9.8,4.3
경북,성주,참외,1,5,2020-03-18,4,,12.6,11.3,4.6
경북,성주,참외,1,5,2020-04-07,1,,10.0,9.0,4.7
경북,성주,참외,1,5,2020-04-07,2,,11.8,10.3,4.9
경북,성주,참외,1,5,2020-04-07,3,,10.5,10.8,5.0
경북,성주,참외,1,5,2020-04-07,4,,12.0,10.0,4.0
경북,성주,참외,1,5,2020-04-14,1,,9.5,9.0,4.6
경북,성주,참외,1,5,2020-04-14,2,,10.0,9.8,6.1
경북,성주,참외,1,5,2020-04-14,3,,9.5,9.5,4.9
경북,성주,참외,1,5,2020-04-14,4,,9.5,10.0,5.2
경북,성주,참외,1,5,2020-04-21,1,,9.9,10.4,4.3
경북,성주,참외,1,5,2020-04-21,2,,9.4,9.0,4.6
경북,성주,참외,1,5,2020-04-21,3,,8.6,9.5,4.3
경북,성주,참외,1,5,2020-04-21,4,,8.7,9.5,4.1
경북,성주,참외,1,5,2020-04-28,1,,10.0,10.1,4.4
경북,성주,참외,1,5,2020-04-28,2,,9.0,9.2,4.4
경북,성주,참외,1,5,2020-04-28,3,,9.2,9.5,4.4
경북,성주,참외,1,5,2020-04-28,4,,8.0,8.8,4.3
경북,성주,참외,1,5,2020-05-06,1,,9.5,9.7,4.0
경북,성주,참외,1,5,2020-05-06,2,,10.4,8.2,4.2
경북,성주,참외,1,5,2020-05-06,3,,7.1,8.0,4.7
경북,성주,참외,1,5,2020-05-06,4,,8.3,8.1,4.8
경북,성주,참외,1,5,2020-05-12,1,,8.1,8.2,4.8
경북,성주,참외,1,5,2020-05-12,2,,7.3,7.6,4.5
경북,성주,참외,1,5,2020-05-12,3,,7.5,7.3,4.9
경북,성주,참외,1,5,2020-05-12,4,,7.9,8.3,4.6
경북,성주,참외,1,5,2020-05-19,1,,7.6,8.6,4.3
경북,성주,참외,1,5,2020-05-19,2,,7.9,9.1,3.2
경북,성주,참외,1,5,2020-05-19,3,,8.0,8.3,4.1
경북,성주,참외,1,5,2020-05-19,4,,7.8,9.0,4.1
경북,성주,참외,1,5,2020-05-26,1,,7.5,8.0,4.2
경북,성주,참외,1,5,2020-05-26,2,,8.5,9.5,3.6
경북,성주,참외,1,5,2020-05-26,3,,8.3,8.5,4.0
경북,성주,참외,1,5,2020-05-26,4,,7.0,7.4,4.0
경북,성주,참외,1,5,2020-06-02,1,,7.5,8.3,4.1
경북,성주,참외,1,5,2020-06-02,2,,7.6,8.5,3.9
경북,성주,참외,1,5,2020-06-02,3,,8.0,8.4,4.0
경북,성주,참외,1,5,2020-06-02,4,,7.2,8.0,4.2
경북,성주,참외,1,5,2020-06-09,1,,7.3,9.0,4.3
경북,성주,참외,1,5,2020-06-09,2,,7.5,8.0,4.4
경북,성주,참외,1,5,2020-06-09,3,,7.6,8.0,4.1
경북,성주,참외,1,5,2020-06-09,4,,8.5,9.0,3.9
경북,성주,참외,1,5,2020-06-16,1,,7.6,8.3,4.0
경북,성주,참외,1,5,2020-06-16,2,,7.1,8.0,4.4
경북,성주,참외,1,5,2020-06-16,3,,6.7,7.5,3.9
경북,성주,참외,1,5,2020-06-16,4,,9.0,9.6,4.0
경북,성주,참외,1,5,2020-06-23,1,,7.4,8.0,4.3
경북,성주,참외,1,5,2020-06-23,2,,7.6,8.4,3.9
경북,성주,참외,1,5,2020-06-23,3,,6.5,7.6,4.0
경북,성주,참외,1,5,2020-06-23,4,,6.5,7.8,3.9
경북,성주,참외,1,5,2020-06-30,1,,6.4,8.5,4.4
경북,성주,참외,1,5,2020-06-30,2,,7.0,8.0,4.0
경북,성주,참외,1,5,2020-06-30,3,,9.0,9.5,3.9
경북,성주,참외,1,5,2020-06-30,4,,9.3,9.4,4.1
경북,성주,참외,1,5,2020-07-07,1,,7.3,7.6,4.1
경북,성주,참외,1,5,2020-07-07,2,,7.0,8.8,3.9
경북,성주,참외,1,5,2020-07-07,3,,6.4,6.8,3.8
경북,성주,참외,1,5,2020-07-07,4,,6.6,6.5,3.9
경북,성주,참외,1,5,2020-07-14,1,,7.7,8.0,3.7
경북,성주,참외,1,5,2020-07-14,2,,6.3,7.2,4.0
경북,성주,참외,1,5,2020-07-14,3,,6.6,7.1,3.7
경북,성주,참외,1,5,2020-07-14,4,,6.1,6.5,3.9
경북,성주,참외,1,5,2020-07-21,1,,8.7,8.2,3.7
경북,성주,참외,1,5,2020-07-21,2,,6.5,7.5,3.8
경북,성주,참외,1,5,2020-07-21,3,,6.7,7.4,3.6
경북,성주,참외,1,5,2020-07-21,4,,7.5,7.4,3.7
경북,성주,참외,1,5,2020-07-28,1,,8.0,8.5,3.5
경북,성주,참외,1,5,2020-07-28,2,,6.6,7.6,3.8
경북,성주,참외,1,5,2020-07-28,3,,7.0,7.5,3.6
경북,성주,참외,1,5,2020-07-28,4,,8.0,7.5,3.7
경북,성주,참외,1,5,2020-08-04,1,,7.1,8.0,3.9
경북,성주,참외,1,5,2020-08-04,2,,7.0,7.2,3.6
경북,성주,참외,1,5,2020-08-04,3,,7.5,7.0,3.7
경북,성주,참외,1,5,2020-08-04,4,,6.8,7.5,3.5
경북,성주,참외,1,5,2020-08-11,1,,7.6,8.0,3.2
경북,성주,참외,1,5,2020-08-11,2,,8.0,8.5,3.6
경북,성주,참외,1,5,2020-08-11,3,,8.0,8.0,3.3
경북,성주,참외,1,5,2020-08-11,4,,8.3,9.0,3.3
경북,성주,참외,1,5,2020-08-18,1,,9.0,8.0,3.4
경북,성주,참외,1,5,2020-08-18,2,,8.8,8.9,3.4
경북,성주,참외,1,5,2020-08-18,3,,9.8,7.4,3.5
경북,성주,참외,1,5,2020-08-18,4,,10.0,7.6,3.3
경북,성주,참외,1,5,2020-08-25,1,,8.8,9.4,3.3
경북,성주,참외,1,5,2020-08-25,2,,9.0,8.6,3.4
경북,성주,참외,1,5,2020-08-25,3,,8.4,8.8,3.2
경북,성주,참외,1,5,2020-08-25,4,,7.8,9.6,3.2
경북,성주,참외,1,6,2020-01-03,1,86.0,12.9,13.2,
경북,성주,참외,1,6,2020-01-03,2,105.4,12.8,13.3,
경북,성주,참외,1,6,2020-01-03,3,93.8,12.3,13.7,
경북,성주,참외,1,6,2020-01-03,4,73.7,12.6,12.5,
경북,성주,참외,1,6,2020-01-07,1,92.0,14.1,13.0,
경북,성주,참외,1,6,2020-01-07,2,119.0,14.0,12.0,
경북,성주,참외,1,6,2020-01-07,3,103.0,12.0,10.5,
경북,성주,참외,1,6,2020-01-07,4,86.0,12.5,12.0,
경북,성주,참외,1,6,2020-01-14,1,107.0,12.5,13.6,
경북,성주,참외,1,6,2020-01-14,2,132.0,15.0,13.3,
경북,성주,참외,1,6,2020-01-14,3,123.0,13.8,12.7,
경북,성주,참외,1,6,2020-01-14,4,99.0,13.6,13.5,
경북,성주,참외,1,6,2020-01-21,1,149.0,14.0,13.8,5.81
경북,성주,참외,1,6,2020-01-21,2,164.0,15.2,14.3,5.31
경북,성주,참외,1,6,2020-01-21,3,131.0,14.5,14.6,5.2
경북,성주,참외,1,6,2020-01-21,4,173.0,14.0,14.1,5.6
경북,성주,참외,1,6,2020-01-29,1,,15.6,17.0,5.85
경북,성주,참외,1,6,2020-01-29,2,,15.0,16.0,5.54
경북,성주,참외,1,6,2020-01-29,3,,14.4,14.3,5.54
경북,성주,참외,1,6,2020-01-29,4,,14.9,14.0,5.24
경북,성주,참외,1,6,2020-02-04,1,,13.6,14.0,5.08
경북,성주,참외,1,6,2020-02-04,2,,15.1,15.0,6.84
경북,성주,참외,1,6,2020-02-04,3,,12.0,13.1,6.27
경북,성주,참외,1,6,2020-02-04,4,,13.9,16.4,5.18
경북,성주,참외,1,6,2020-02-11,1,,13.5,14.3,6.4
경북,성주,참외,1,6,2020-02-11,2,,13.5,11.6,6.43
경북,성주,참외,1,6,2020-02-11,3,,13.2,11.6,6.19
경북,성주,참외,1,6,2020-02-11,4,,14.3,16.1,5.42
경북,성주,참외,1,6,2020-02-18,1,,15.0,14.6,5.59
경북,성주,참외,1,6,2020-02-18,2,,15.9,16.0,6.14
경북,성주,참외,1,6,2020-02-18,3,,12.8,13.2,4.7
경북,성주,참외,1,6,2020-02-18,4,,13.1,13.4,5.33
경북,성주,참외,1,6,2020-02-25,1,,10.5,10.1,6.22
경북,성주,참외,1,6,2020-02-25,2,,9.0,8.6,4.87
경북,성주,참외,1,6,2020-02-25,3,,10.4,10.6,5.03
경북,성주,참외,1,6,2020-02-25,4,,13.0,12.8,6.34
경북,성주,참외,1,6,2020-03-03,1,,9.9,10.0,5.6
경북,성주,참외,1,6,2020-03-03,2,,10.2,11.3,5.59
경북,성주,참외,1,6,2020-03-03,3,,9.4,10.1,6.29
경북,성주,참외,1,6,2020-03-03,4,,10.1,10.3,5.38
경북,성주,참외,1,6,2020-03-10,1,,11.2,10.7,5.43
경북,성주,참외,1,6,2020-03-10,2,,13.5,11.7,4.95
경북,성주,참외,1,6,2020-03-10,3,,12.4,13.2,4.89
경북,성주,참외,1,6,2020-03-10,4,,12.2,12.3,5.46
경북,성주,참외,1,6,2020-03-17,1,,12.7,11.6,5.3
경북,성주,참외,1,6,2020-03-17,2,,11.7,11.7,5.2
경북,성주,참외,1,6,2020-03-17,3,,11.3,9.7,4.8
경북,성주,참외,1,6,2020-03-17,4,,12.8,11.9,5.6
경북,성주,참외,1,6,2020-04-07,1,,8.0,8.2,4.9
경북,성주,참외,1,6,2020-04-07,2,,7.7,8.2,4.8
경북,성주,참외,1,6,2020-04-07,3,,6.5,7.2,4.7
경북,성주,참외,1,6,2020-04-07,4,,6.2,7.0,4.5
경북,성주,참외,1,6,2020-04-13,1,,10.1,10.2,5.1
