도,시군,품목,작기,농가명,조사일자,개체번호,초장,엽장,엽폭,줄기굵기
경북,성주,참외,1,5,2019-06-13,2,,8.7,9.0,5.1
경북,성주,참외,1,5,2019-06-13,3,,8.5,8.3,4.7
경북,성주,참외,1,5,2019-06-13,4,,8.1,8.2,4.7
경북,성주,참외,1,5,2019-06-19,1,,9.1,9.6,4.7
경북,성주,참외,1,5,2019-06-19,2,,8.6,9.4,4.4
경북,성주,참외,1,5,2019-06-19,3,,7.7,7.8,5.1
경북,성주,참외,1,5,2019-06-19,4,,8.6,7.8,3.8
경북,성주,참외,1,5,2019-06-26,1,,9.3,9.7,4.9
경북,성주,참외,1,5,2019-06-26,2,,8.6,9.1,4.8
경북,성주,참외,1,5,2019-06-26,3,,7.2,7.6,5.5
경북,성주,참외,1,5,2019-06-26,4,,8.4,7.8,5.1
경북,성주,참외,1,5,2019-07-03,1,,9.5,8.9,5.5
경북,성주,참외,1,5,2019-07-03,2,,10.3,8.2,5.0
경북,성주,참외,1,5,2019-07-03,3,,9.5,9.0,5.2
경북,성주,참외,1,5,2019-07-03,4,,9.5,9.1,6.3
경북,성주,참외,1,5,2019-07-09,1,,9.4,9.2,5.0
경북,성주,참외,1,5,2019-07-09,2,,10.1,9.3,4.8
경북,성주,참외,1,5,2019-07-09,3,,9.5,9.1,4.9
경북,성주,참외,1,5,2019-07-09,4,,10.2,9.0,5.2
경북,성주,참외,1,6,2019-01-04,1,,16.0,14.5,5.6
경북,성주,참외,1,6,2019-01-04,2,120.5,14.7,13.3,5.2
경북,성주,참외,1,6,2019-01-04,3,102.8,14.2,12.2,0.0
경북,성주,참외,1,6,2019-01-04,4,78.6,18.9,10.0,4.4
경북,성주,참외,1,6,2019-01-09,1,,16.9,15.4,5.3
경북,성주,참외,1,6,2019-01-09,2,,18.1,15.2,5.1
경북,성주,참외,1,6,2019-01-09,3,123.6,15.1,13.8,4.9
경북,성주,참외,1,6,2019-01-09,4,96.2,14.3,12.0,4.9
경북,성주,참외,1,6,2019-01-16,1,,14.2,15.1,5.9
경북,성주,참외,1,6,2019-01-16,2,,13.5,11.8,6.1
경북,성주,참외,1,6,2019-01-16,3,,12.4,13.2,6.1
경북,성주,참외,1,6,2019-01-16,4,,13.3,13.0,5.4
경북,성주,참외,1,6,2019-01-23,1,,16.3,14.2,5.8
경북,성주,참외,1,6,2019-01-23,2,,15.8,14.7,5.9
경북,성주,참외,1,6,2019-01-23,3,,13.8,14.6,5.7
경북,성주,참외,1,6,2019-01-23,4,,15.1,12.4,6.3
경북,성주,참외,1,6,2019-01-30,1,,15.4,16.5,6.7
경북,성주,참외,1,6,2019-01-30,2,,17.0,15.8,6.0
경북,성주,참외,1,6,2019-01-30,3,,14.5,15.2,5.7
경북,성주,참외,1,6,2019-01-30,4,,16.4,14.2,6.1
경북,성주,참외,1,6,2019-02-08,1,,17.3,16.3,5.5
경북,성주,참외,1,6,2019-02-08,2,,16.5,16.2,6.2
경북,성주,참외,1,6,2019-02-08,3,,15.3,14.8,5.5
경북,성주,참외,1,6,2019-02-08,4,,15.7,14.2,6.0
경북,성주,참외,1,6,2019-02-13,1,,16.4,15.4,5.5
경북,성주,참외,1,6,2019-02-13,2,,15.5,14.6,5.9
경북,성주,참외,1,6,2019-02-13,3,,15.4,14.2,6.3
경북,성주,참외,1,6,2019-02-13,4,,15.5,14.2,5.2
경북,성주,참외,1,6,2019-02-20,1,,16.4,15.4,5.6
경북,성주,참외,1,6,2019-02-20,2,,15.2,14.8,5.1
경북,성주,참외,1,6,2019-02-20,3,,14.9,14.0,6.0
경북,성주,참외,1,6,2019-02-20,4,,15.3,14.8,5.4
경북,성주,참외,1,6,2019-02-27,1,,13.6,12.4,5.6
경북,성주,참외,1,6,2019-02-27,2,,14.5,13.3,6.4
경북,성주,참외,1,6,2019-02-27,3,,15.1,14.6,6.4
경북,성주,참외,1,6,2019-02-27,4,,14.9,13.2,6.0
경북,성주,참외,1,6,2019-03-07,1,,13.1,11.8,5.8
경북,성주,참외,1,6,2019-03-07,2,,13.6,11.9,6.3
경북,성주,참외,1,6,2019-03-07,3,,14.6,13.7,6.1
경북,성주,참외,1,6,2019-03-07,4,,13.3,12.5,5.7
경북,성주,참외,1,6,2019-03-13,1,,11.2,10.3,5.9
경북,성주,참외,1,6,2019-03-13,2,,10.9,9.2,6.2
경북,성주,참외,1,6,2019-03-13,3,,12.2,10.6,5.9
경북,성주,참외,1,6,2019-03-13,4,,12.5,12.3,5.5
경북,성주,참외,1,6,2019-03-20,1,,11.8,8.4,5.8
경북,성주,참외,1,6,2019-03-20,2,,12.1,9.6,5.9
경북,성주,참외,1,6,2019-03-20,3,,10.9,9.3,6.2
경북,성주,참외,1,6,2019-03-20,4,,11.4,9.8,6.0
경북,성주,참외,1,6,2019-03-27,1,,10.1,9.0,5.0
경북,성주,참외,1,6,2019-03-27,2,,12.4,10.9,5.2
경북,성주,참외,1,6,2019-03-27,3,,10.2,9.8,5.7
경북,성주,참외,1,6,2019-03-27,4,,11.0,9.2,5.7
경북,성주,참외,1,6,2019-04-03,1,,12.4,11.1,5.5
경북,성주,참외,1,6,2019-04-03,2,,13.2,12.4,6.5
경북,성주,참외,1,6,2019-04-03,3,,12.6,11.3,6.0
경북,성주,참외,1,6,2019-04-03,4,,12.8,11.2,6.3
경북,성주,참외,1,6,2019-04-10,1,,11.4,10.3,5.7
경북,성주,참외,1,6,2019-04-10,2,,10.7,9.2,5.7
경북,성주,참외,1,6,2019-04-10,3,,11.4,11.0,6.0
경북,성주,참외,1,6,2019-04-10,4,,12.9,10.1,5.8
경북,성주,참외,1,6,2019-04-17,1,,13.4,12.4,6.3
경북,성주,참외,1,6,2019-04-17,2,,14.9,13.2,5.5
경북,성주,참외,1,6,2019-04-17,3,,12.9,10.2,5.7
경북,성주,참외,1,6,2019-04-17,4,,13.3,11.5,5.8
경북,성주,참외,1,6,2019-04-23,1,,11.2,10.6,6.1
경북,성주,참외,1,6,2019-04-23,2,,13.7,12.7,6.0
경북,성주,참외,1,6,2019-04-23,3,,13.9,12.2,5.9
경북,성주,참외,1,6,2019-04-23,4,,14.0,13.5,6.3
경북,성주,참외,1,6,2019-05-02,1,,9.8,9.4,5.8
경북,성주,참외,1,6,2019-05-02,2,,12.3,10.1,6.1
경북,성주,참외,1,6,2019-05-02,3,,12.2,10.2,5.5
경북,성주,참외,1,6,2019-05-02,4,,10.1,9.4,5.9
경북,성주,참외,1,6,2019-05-08,1,,11.2,10.1,5.5
경북,성주,참외,1,6,2019-05-08,2,,13.7,12.3,5.8
경북,성주,참외,1,6,2019-05-08,3,,12.7,11.4,5.6
경북,성주,참외,1,6,2019-05-08,4,,12.9,12.7,6.0
경북,성주,참외,1,6,2019-05-15,1,,14.2,12.2,6.0
경북,성주,참외,1,6,2019-05-15,2,,15.3,14.4,6.2
경북,성주,참외,1,6,2019-05-15,3,,14.2,13.0,5.8
경북,성주,참외,1,6,2019-05-15,4,,13.4,11.9,5.9
경북,성주,참외,1,6,2019-05-22,1,,14.7,13.1,5.9
경북,성주,참외,1,6,2019-05-22,2,,13.5,11.8,5.7
경북,성주,참외,1,6,2019-05-22,3,,10.6,9.7,6.0
경북,성주,참외,1,6,2019-05-22,4,,13.0,12.4,5.5
경북,성주,참외,1,6,2019-05-29,1,,13.2,12.0,6.1
경북,성주,참외,1,6,2019-05-29,2,,12.1,11.7,6.0
경북,성주,참외,1,6,2019-05-29,3,,11.6,10.2,5.5
경북,성주,참외,1,6,2019-05-29,4,,13.3,10.7,4.9
경북,성주,참외,1,6,2019-06-07,1,,11.0,10.7,5.9
경북,성주,참외,1,6,2019-06-07,2,,10.5,10.4,5.3
경북,성주,참외,1,6,2019-06-07,3,,10.1,9.9,6.1
경북,성주,참외,1,6,2019-06-07,4,,10.1,9.2,6.0
경북,성주,참외,1,6,2019-06-13,1,,10.4,9.6,5.1
경북,성주,참외,1,6,2019-06-13,2,,10.7,10.4,5.5
경북,성주,참외,1,6,2019-06-13,3,,9.2,9.2,5.7
경북,성주,참외,1,6,2019-06-13,4,,9.4,8.1,5.4
경북,성주,참외,1,6,2019-06-19,1,,10.3,9.4,6.1
경북,성주,참외,1,6,2019-06-19,2,,11.3,10.2,6.3
경북,성주,참외,1,6,2019-06-19,3,,10.7,10.0,5.7
경북,성주,참외,1,6,2019-06-19,4,,9.5,9.1,5.4
경북,성주,참외,1,6,2019-06-26,1,,10.5,9.5,6.5
경북,성주,참외,1,6,2019-06-26,2,,11.8,10.8,6.4
경북,성주,참외,1,6,2019-06-26,3,,10.5,9.5,5.8
경북,성주,참외,1,6,2019-06-26,4,,9.7,9.5,5.4
경북,성주,참외,1,6,2019-07-03,1,,11.2,9.9,6.7
경북,성주,참외,1,6,2019-07-03,2,,12.3,11.1,6.5
경북,성주,참외,1,6,2019-07-03,3,,11.3,10.2,6.0
경북,성주,참외,1,6,2019-07-03,4,,10.5,10.3,6.1
경북,성주,참외,1,6,2019-07-10,1,,12.6,10.7,6.5
경북,성주,참외,1,6,2019-07-10,2,,12.8,11.7,6.4
경북,성주,참외,1,6,2019-07-10,3,,11.7,10.6,5.7
경북,성주,참외,1,6,2019-07-10,4,,10.9,10.8,5.6
경북,성주,참외,1,7,2019-01-03,1,33.8,5.9,5.6,
경북,성주,참외,1,7,2019-01-03,2,22.2,5.2,4.9,
경북,성주,참외,1,7,2019-01-03,3,33.4,4.1,4.1,
경북,성주,참외,1,7,2019-01-03,4,27.8,5.3,4.9,
경북,성주,참외,1,7,2019-01-08,1,37.5,6.1,5.3,
경북,성주,참외,1,7,2019-01-08,2,22.5,5.2,5.2,
경북,성주,참외,1,7,2019-01-08,3,29.6,4.5,4.6,
경북,성주,참외,1,7,2019-01-08,4,29.7,5.2,5.0,
경북,성주,참외,1,7,2019-01-15,1,44.6,6.9,6.8,
경북,성주,참외,1,7,2019-01-15,2,26.8,5.9,5.5,
경북,성주,참외,1,7,2019-01-15,3,35.6,4.8,5.4,
경북,성주,참외,1,7,2019-01-15,4,37.2,5.1,5.0,
경북,성주,참외,1,7,2019-01-22,1,66.9,7.8,9.1,
경북,성주,참외,1,7,2019-01-22,2,43.0,7.8,8.9,
경북,성주,참외,1,7,2019-01-22,3,46.1,8.0,8.6,
경북,성주,참외,1,7,2019-01-22,4,59.2,9.2,9.1,
경북,성주,참외,1,7,2019-01-30,1,89.5,12.9,11.8,
경북,성주,참외,1,7,2019-01-30,2,79.8,10.2,10.6,
경북,성주,참외,1,7,2019-01-30,3,87.8,11.9,11.0,
경북,성주,참외,1,7,2019-01-30,4,75.0,13.2,11.5,
경북,성주,참외,1,7,2019-02-08,1,97.1,11.6,12.5,
경북,성주,참외,1,7,2019-02-08,2,104.5,13.2,10.0,
경북,성주,참외,1,7,2019-02-08,3,111.6,12.5,12.4,
경북,성주,참외,1,7,2019-02-08,4,99.7,11.7,13.0,
경북,성주,참외,1,7,2019-02-13,1,,12.0,12.6,
경북,성주,참외,1,7,2019-02-13,2,,14.3,12.5,
경북,성주,참외,1,7,2019-02-13,3,,12.6,11.5,
경북,성주,참외,1,7,2019-02-13,4,,13.3,13.0,
경북,성주,참외,1,7,2019-02-20,1,,12.8,14.0,
경북,성주,참외,1,7,2019-02-20,2,,14.2,13.1,
경북,성주,참외,1,7,2019-02-20,3,,13.3,12.1,
경북,성주,참외,1,7,2019-02-20,4,,13.8,14.0,
경북,성주,참외,1,7,2019-02-27,1,,16.2,15.2,
경북,성주,참외,1,7,2019-02-27,2,,15.7,14.0,
경북,성주,참외,1,7,2019-02-27,3,,14.4,13.1,
경북,성주,참외,1,7,2019-02-27,4,,14.3,12.9,
경북,성주,참외,1,7,2019-03-07,1,,16.5,16.2,
경북,성주,참외,1,7,2019-03-07,2,,16.4,15.8,
경북,성주,참외,1,7,2019-03-07,3,,16.9,16.5,
경북,성주,참외,1,7,2019-03-07,4,,15.9,14.8,
경북,성주,참외,1,7,2019-03-13,1,,15.8,15.4,
경북,성주,참외,1,7,2019-03-13,2,,16.2,16.0,
경북,성주,참외,1,7,2019-03-13,3,,15.9,15.5,
경북,성주,참외,1,7,2019-03-13,4,,16.3,16.1,
경북,성주,참외,1,7,2019-03-20,1,,14.9,14.3,
경북,성주,참외,1,7,2019-03-20,2,,15.3,14.4,
경북,성주,참외,1,7,2019-03-20,3,,16.7,15.2,
경북,성주,참외,1,7,2019-03-20,4,,14.8,13.9,
경북,성주,참외,1,7,2019-03-27,1,,15.3,14.0,
경북,성주,참외,1,7,2019-03-27,2,,16.1,15.8,
경북,성주,참외,1,7,2019-03-27,3,,14.9,12.5,
경북,성주,참외,1,7,2019-03-27,4,,15.0,13.7,
경북,성주,참외,1,7,2019-04-03,1,,13.7,13.2,
경북,성주,참외,1,7,2019-04-03,2,,13.5,13.5,
경북,성주,참외,1,7,2019-04-03,3,,13.7,13.7,
경북,성주,참외,1,7,2019-04-03,4,,14.0,12.3,
경북,성주,참외,1,7,2019-04-10,1,,14.7,13.3,
경북,성주,참외,1,7,2019-04-10,2,,12.9,13.6,
경북,성주,참외,1,7,2019-04-10,3,,13.0,12.7,
경북,성주,참외,1,7,2019-04-10,4,,14.0,12.1,
경북,성주,참외,1,7,2019-04-17,1,,13.4,11.7,
경북,성주,참외,1,7,2019-04-17,2,,14.9,14.2,
경북,성주,참외,1,7,2019-04-17,3,,13.4,14.3,
경북,성주,참외,1,7,2019-04-17,4,,14.3,12.7,
경북,성주,참외,1,7,2019-04-23,1,,14.8,12.6,
경북,성주,참외,1,7,2019-04-23,2,,14.6,15.2,
경북,성주,참외,1,7,2019-04-23,3,,14.0,13.9,
경북,성주,참외,1,7,2019-04-23,4,,14.8,11.6,
경북,성주,참외,1,7,2019-05-03,1,,14.0,12.4,
경북,성주,참외,1,7,2019-05-03,2,,13.6,13.0,
경북,성주,참외,1,7,2019-05-03,3,,13.5,13.3,
경북,성주,참외,1,7,2019-05-03,4,,12.9,11.2,
경북,성주,참외,1,7,2019-05-08,1,,13.7,11.5,
경북,성주,참외,1,7,2019-05-08,2,,13.8,11.6,
경북,성주,참외,1,7,2019-05-08,3,,13.0,11.7,
경북,성주,참외,1,7,2019-05-08,4,,13.0,11.0,
경북,성주,참외,1,7,2019-05-15,1,,11.9,10.0,
경북,성주,참외,1,7,2019-05-15,2,,12.4,10.4,
경북,성주,참외,1,7,2019-05-15,3,,10.7,9.8,
경북,성주,참외,1,7,2019-05-15,4,,11.3,10.6,
경북,성주,참외,1,7,2019-05-22,1,,,,
경북,성주,참외,1,7,2019-05-22,2,,,,
경북,성주,참외,1,7,2019-05-22,3,,,,
경북,성주,참외,1,7,2019-05-22,4,,,,
경북,성주,참외,1,7,2019-05-28,1,,,,
경북,성주,참외,1,7,2019-05-28,2,,,,
경북,성주,참외,1,7,2019-05-28,3,,,,
경북,성주,참외,1,7,2019-05-28,4,,,,
경북,성주,참외,1,7,2019-06-04,1,,,,
경북,성주,참외,1,7,2019-06-04,2,,,,
경북,성주,참외,1,7,2019-06-04,3,,,,
경북,성주,참외,1,7,2019-06-04,4,,,,
경북,성주,참외,1,7,2019-06-11,1,,,,
경북,성주,참외,1,7,2019-06-11,2,,,,
경북,성주,참외,1,7,2019-06-11,3,,,,
경북,성주,참외,1,7,2019-06-11,4,,,,
경북,성주,참외,1,7,2019-06-18,1,,,,
경북,성주,참외,1,7,2019-06-18,2,,,,
경북,성주,참외,1,7,2019-06-18,3,,,,
경북,성주,참외,1,7,2019-06-18,4,,,,
경북,성주,참외,1,7,2019-06-25,1,,,,
경북,성주,참외,1,7,2019-06-25,2,,,,
경북,성주,참외,1,7,2019-06-25,3,,,,
경북,성주,참외,1,7,2019-06-25,4,,,,
경북,성주,참외,1,7,2019-07-02,1,,,,
경북,성주,참외,1,7,2019-07-02,2,,,,
경북,성주,참외,1,7,2019-07-02,3,,,,
경북,성주,참외,1,7,2019-07-02,4,,,,
경북,성주,참외,1,7,2019-07-10,1,,,,
경북,성주,참외,1,7,2019-07-10,2,,,,
경북,성주,참외,1,7,2019-07-10,3,,,,
경북,성주,참외,1,7,2019-07-10,4,,,,
경북,성주,참외,1,8,2018-12-19,1,39.8,10.3,8.9,1.7
경북,성주,참외,1,8,2018-12-19,2,28.6,9.9,8.8,
경북,성주,참외,1,8,2018-12-19,3,29.3,10.2,10.5,
경북,성주,참외,1,8,2018-12-19,4,53.5,10.2,6.5,
경북,성주,참외,1,8,2018-12-26,1,86.8,11.2,10.9,
경북,성주,참외,1,8,2018-12-26,2,75.4,9.0,8.4,
경북,성주,참외,1,8,2018-12-26,3,60.1,9.5,8.3,
경북,성주,참외,1,8,2018-12-26,4,63.5,7.0,8.1,
경북,성주,참외,1,8,2019-01-04,1,120.8,14.0,13.0,
경북,성주,참외,1,8,2019-01-04,2,78.5,14.3,13.3,
경북,성주,참외,1,8,2019-01-04,3,110.0,16.9,14.2,
경북,성주,참외,1,8,2019-01-04,4,135.2,17.2,15.5,
경북,성주,참외,1,8,2019-01-09,1,,17.9,15.6,5.0
경북,성주,참외,1,8,2019-01-09,2,,13.8,15.5,4.5
경북,성주,참외,1,8,2019-01-09,3,,16.9,15.3,5.6
경북,성주,참외,1,8,2019-01-09,4,,17.1,15.5,6.0
경북,성주,참외,1,8,2019-01-16,1,,18.4,14.6,5.9
경북,성주,참외,1,8,2019-01-16,2,,18.1,15.3,5.4
경북,성주,참외,1,8,2019-01-16,3,,16.4,16.8,5.6
경북,성주,참외,1,8,2019-01-16,4,,16.5,14.1,6.2
경북,성주,참외,1,8,2019-01-23,1,,17.4,14.9,5.2
경북,성주,참외,1,8,2019-01-23,2,,18.5,16.9,5.9
경북,성주,참외,1,8,2019-01-23,3,,16.3,15.8,5.5
경북,성주,참외,1,8,2019-01-23,4,,15.5,16.1,6.6
경북,성주,참외,1,8,2019-01-30,1,,19.5,15.6,7.2
경북,성주,참외,1,8,2019-01-30,2,,18.3,15.5,6.5
경북,성주,참외,1,8,2019-01-30,3,,8.4,16.5,5.2
경북,성주,참외,1,8,2019-01-30,4,,17.2,16.4,5.2
경북,성주,참외,1,8,2019-02-08,1,,17.2,15.6,5.6
경북,성주,참외,1,8,2019-02-08,2,,17.1,15.4,5.6
경북,성주,참외,1,8,2019-02-08,3,,17.4,17.2,5.4
경북,성주,참외,1,8,2019-02-08,4,,18.2,17.6,5.3
경북,성주,참외,1,8,2019-02-13,1,,18.1,15.0,5.8
경북,성주,참외,1,8,2019-02-13,2,,18.2,18.0,6.0
경북,성주,참외,1,8,2019-02-13,3,,17.2,16.3,5.7
경북,성주,참외,1,8,2019-02-13,4,,18.6,17.2,5.5
경북,성주,참외,1,8,2019-02-20,1,,16.1,14.3,5.4
경북,성주,참외,1,8,2019-02-20,2,,17.1,15.8,6.2
경북,성주,참외,1,8,2019-02-20,3,,16.4,15.6,5.8
경북,성주,참외,1,8,2019-02-20,4,,15.7,13.6,5.4
경북,성주,참외,1,8,2019-02-27,1,,14.5,13.3,5.1
경북,성주,참외,1,8,2019-02-27,2,,13.4,12.6,5.7
경북,성주,참외,1,8,2019-02-27,3,,14.9,12.5,5.5
경북,성주,참외,1,8,2019-02-27,4,,15.1,12.9,5.6
경북,성주,참외,1,8,2019-03-07,1,,13.8,11.2,5.2
경북,성주,참외,1,8,2019-03-07,2,,14.3,12.0,5.5
경북,성주,참외,1,8,2019-03-07,3,,14.6,12.2,5.4
경북,성주,참외,1,8,2019-03-07,4,,14.3,11.8,6.0
경북,성주,참외,1,8,2019-03-13,1,,13.0,12.0,5.3
경북,성주,참외,1,8,2019-03-13,2,,13.2,10.3,5.0
경북,성주,참외,1,8,2019-03-13,3,,12.9,10.6,6.4
경북,성주,참외,1,8,2019-03-13,4,,13.5,11.9,6.1
경북,성주,참외,1,8,2019-03-20,1,,12.5,11.4,5.5
경북,성주,참외,1,8,2019-03-20,2,,12.1,10.7,5.7
경북,성주,참외,1,8,2019-03-20,3,,12.8,10.6,5.8
경북,성주,참외,1,8,2019-03-20,4,,13.1,12.0,5.5
경북,성주,참외,1,8,2019-03-27,1,,13.9,11.0,5.5
경북,성주,참외,1,8,2019-03-27,2,,13.8,11.2,5.9
경북,성주,참외,1,8,2019-03-27,3,,14.0,11.6,6.0
경북,성주,참외,1,8,2019-03-27,4,,13.0,12.0,6.1
경북,성주,참외,1,8,2019-04-03,1,,12.6,10.5,4.8
경북,성주,참외,1,8,2019-04-03,2,,13.6,10.8,5.2
경북,성주,참외,1,8,2019-04-03,3,,13.1,11.1,4.8
경북,성주,참외,1,8,2019-04-03,4,,13.4,12.2,4.7
경북,성주,참외,1,8,2019-04-10,1,,13.2,11.9,4.8
경북,성주,참외,1,8,2019-04-10,2,,14.3,12.3,4.4
경북,성주,참외,1,8,2019-04-10,3,,13.9,11.3,4.7
경북,성주,참외,1,8,2019-04-10,4,,12.2,10.2,5.0
경북,성주,참외,1,8,2019-04-17,1,,13.5,11.8,5.2
경북,성주,참외,1,8,2019-04-17,2,,11.6,10.2,5.0
경북,성주,참외,1,8,2019-04-17,3,,12.4,10.4,5.3
경북,성주,참외,1,8,2019-04-17,4,,13.2,11.8,4.8
경북,성주,참외,1,8,2019-04-23,1,,12.3,10.7,5.0
경북,성주,참외,1,8,2019-04-23,2,,13.8,13.8,4.8
경북,성주,참외,1,8,2019-04-23,3,,11.1,9.2,4.9
경북,성주,참외,1,8,2019-04-23,4,,12.5,10.6,5.2
경북,성주,참외,1,8,2019-05-02,1,,11.4,9.2,4.8
경북,성주,참외,1,8,2019-05-02,2,,11.6,10.9,4.9
경북,성주,참외,1,8,2019-05-02,3,,11.6,9.4,5.0
경북,성주,참외,1,8,2019-05-02,4,,11.7,10.3,5.0
경북,성주,참외,1,8,2019-05-08,1,,13.1,12.0,4.8
경북,성주,참외,1,8,2019-05-08,2,,12.5,12.2,5.0
경북,성주,참외,1,8,2019-05-08,3,,13.1,12.0,5.5
경북,성주,참외,1,8,2019-05-08,4,,14.0,13.2,5.1
경북,성주,참외,1,8,2019-05-15,1,,8.2,7.3,5.1
경북,성주,참외,1,8,2019-05-15,2,,9.3,7.1,4.8
경북,성주,참외,1,8,2019-05-15,3,,10.4,8.2,4.7
경북,성주,참외,1,8,2019-05-15,4,,9.6,8.3,4.4
경북,성주,참외,1,8,2019-05-22,1,,9.3,7.6,5.0
경북,성주,참외,1,8,2019-05-22,2,,10.7,8.4,5.1
경북,성주,참외,1,8,2019-05-22,3,,9.2,8.3,6.0
경북,성주,참외,1,8,2019-05-22,4,,9.4,8.2,4.5
경북,성주,참외,1,8,2019-05-29,1,,12.1,11.8,5.5
경북,성주,참외,1,8,2019-05-29,2,,11.8,9.4,4.8
경북,성주,참외,1,8,2019-05-29,3,,10.3,9.1,6.1
경북,성주,참외,1,8,2019-05-29,4,,11.9,9.3,5.7
경북,성주,참외,1,8,2019-06-07,1,,10.4,9.3,5.1
경북,성주,참외,1,8,2019-06-07,2,,11.2,8.4,6.5
경북,성주,참외,1,8,2019-06-07,3,,9.6,7.7,6.5
경북,성주,참외,1,8,2019-06-07,4,,10.9,8.7,4.4
경북,성주,참외,1,8,2019-06-13,1,,8.6,7.2,5.1
경북,성주,참외,1,8,2019-06-13,2,,7.4,7.4,5.2
경북,성주,참외,1,8,2019-06-13,3,,8.2,8.5,5.3
경북,성주,참외,1,8,2019-06-13,4,,9.1,8.8,6.2
경북,성주,참외,1,8,2019-06-19,1,,8.7,8.0,5.7
경북,성주,참외,1,8,2019-06-19,2,,9.9,9.0,5.1
경북,성주,참외,1,8,2019-06-19,3,,9.2,8.5,5.5
경북,성주,참외,1,8,2019-06-19,4,,8.8,7.8,4.9
경북,성주,참외,1,8,2019-06-26,1,,13.4,12.1,5.4
경북,성주,참외,1,8,2019-06-26,2,,14.7,12.6,5.3
경북,성주,참외,1,8,2019-06-26,3,,13.8,11.8,4.8
경북,성주,참외,1,8,2019-06-26,4,,12.5,11.7,4.7
경북,성주,참외,1,8,2019-07-03,1,,14.8,12.5,5.7
경북,성주,참외,1,8,2019-07-03,2,,15.2,13.1,5.4
경북,성주,참외,1,8,2019-07-03,3,,14.5,12.5,5.3
경북,성주,참외,1,8,2019-07-03,4,,13.2,13.0,4.6
경북,성주,참외,1,8,2019-07-10,1,,15.2,14.2,5.7
경북,성주,참외,1,8,2019-07-10,2,,16.7,15.3,6.2
경북,성주,참외,1,8,2019-07-10,3,,15.3,12.8,6.0
경북,성주,참외,1,8,2019-07-10,4,,13.8,10.2,5.8
경북,성주,참외,1,9,2019-01-23,1,,13.2,12.4,5.0
경북,성주,참외,1,9,2019-01-23,2,,13.9,11.8,4.6
경북,성주,참외,1,9,2019-01-23,3,,13.1,12.4,3.3
경북,성주,참외,1,9,2019-01-23,4,,13.9,12.8,4.0
경북,성주,참외,1,9,2019-01-30,1,,14.5,12.3,4.0
경북,성주,참외,1,9,2019-01-30,2,,13.8,12.8,4.4
경북,성주,참외,1,9,2019-01-30,3,,12.4,12.3,3.8
경북,성주,참외,1,9,2019-01-30,4,,10.8,7.9,3.6
경북,성주,참외,1,9,2019-02-08,1,,11.3,10.6,4.6
경북,성주,참외,1,9,2019-02-08,2,,13.1,11.6,5.0
경북,성주,참외,1,9,2019-02-08,3,,15.3,14.2,4.6
경북,성주,참외,1,9,2019-02-08,4,,12.0,10.3,5.0
경북,성주,참외,1,9,2019-02-13,1,,11.8,8.0,4.5
경북,성주,참외,1,9,2019-02-13,2,,11.2,9.5,4.5
경북,성주,참외,1,9,2019-02-13,3,,12.8,12.2,4.8
경북,성주,참외,1,9,2019-02-13,4,,11.8,9.5,6.0
경북,성주,참외,1,9,2019-02-20,1,,15.8,12.7,4.7
경북,성주,참외,1,9,2019-02-20,2,,10.8,10.5,5.4
경북,성주,참외,1,9,2019-02-20,3,,14.7,13.5,4.7
경북,성주,참외,1,9,2019-02-20,4,,12.9,10.2,5.9
경북,성주,참외,1,9,2019-02-27,1,,13.2,11.3,4.7
경북,성주,참외,1,9,2019-02-27,2,,11.4,10.1,6.0
경북,성주,참외,1,9,2019-02-27,3,,13.1,11.5,4.6
경북,성주,참외,1,9,2019-02-27,4,,11.0,10.2,5.3
경북,성주,참외,1,9,2019-03-07,1,,11.3,11.2,4.5
경북,성주,참외,1,9,2019-03-07,2,,13.6,12.6,4.7
경북,성주,참외,1,9,2019-03-07,3,,10.1,11.3,4.3
경북,성주,참외,1,9,2019-03-07,4,,11.6,10.6,4.9
경북,성주,참외,1,9,2019-03-13,1,,13.9,11.9,4.8
경북,성주,참외,1,9,2019-03-13,2,,13.6,12.1,4.6
경북,성주,참외,1,9,2019-03-13,3,,10.6,9.0,4.6
경북,성주,참외,1,9,2019-03-13,4,,10.8,10.9,4.8
경북,성주,참외,1,9,2019-03-21,1,,10.7,9.8,5.4
경북,성주,참외,1,9,2019-03-21,2,,12.6,10.7,4.9
경북,성주,참외,1,9,2019-03-21,3,,11.4,9.6,5.3
경북,성주,참외,1,9,2019-03-21,4,,13.1,11.9,5.0
경북,성주,참외,1,9,2019-03-28,1,,10.4,9.1,5.1
경북,성주,참외,1,9,2019-03-28,2,,11.1,10.0,5.0
경북,성주,참외,1,9,2019-03-28,3,,12.0,11.0,4.4
경북,성주,참외,1,9,2019-03-28,4,,11.5,10.8,4.6
경북,성주,참외,1,9,2019-04-02,1,,13.5,11.5,5.1
경북,성주,참외,1,9,2019-04-02,2,,12.4,10.9,5.3
경북,성주,참외,1,9,2019-04-02,3,,13.6,11.2,4.4
경북,성주,참외,1,9,2019-04-02,4,,13.4,10.8,4.9
경북,성주,참외,1,9,2019-04-09,1,,14.4,12.0,5.2
경북,성주,참외,1,9,2019-04-09,2,,13.4,11.5,5.4
경북,성주,참외,1,9,2019-04-09,3,,14.3,11.3,5.4
경북,성주,참외,1,9,2019-04-09,4,,13.7,11.4,5.5
